,time,low,high,open,close,volume
1428,1644292800,3145.53,3152.98,3149.29,3151.09,42.27839604
1429,1644291900,3143.22,3150.99,3146.83,3148.91,6.98868253
1430,1644291000,3142.77,3149.75,3144.83,3146.32,36.71326885
1431,1644290100,3131.38,3142.68,3131.71,3140.51,4.85481761
1432,1644289200,3132.23,3147.12,3142.68,3134.13,62.94732438
1433,1644288300,3138.65,3154.35,3150.01,3142.22,122.77442739
1434,1644287400,3147.06,3153.3,3151.58,3150.39,10.24207777
1435,1644286500,3141.97,3153.49,3144.13,3149.04,27.09064764
1436,1644285600,3145.04,3159.23,3152.19,3145.04,36.64318349
1437,1644284700,3151.26,3158.18,3153.19,3153.57,16.57094323
1438,1644283800,3144.53,3151.79,3145.37,3149.33,25.56982737
1439,1644282900,3139.73,3150.0,3141.26,3148.21,47.76967332
1440,1644282000,3128.41,3144.44,3129.09,3142.46,66.44256443
1441,1644281100,3125.78,3139.64,3137.98,3131.3,31.57498197
1442,1644280200,3125.71,3140.0,3138.2,3134.85,26.6573208
1443,1644279300,3114.78,3138.82,3120.23,3138.82,28.43776155
1444,1644278400,3119.27,3155.78,3142.64,3119.9,74.70513696
1445,1644278400,3119.27,3155.78,3142.64,3119.9,74.70513696
1446,1644277500,3138.65,3150.55,3147.13,3141.76,33.57046372
1447,1644276600,3138.65,3147.89,3144.24,3146.45,51.70443317
1448,1644275700,3139.61,3149.03,3144.6,3143.91,48.84351512
1449,1644274800,3136.12,3161.81,3150.62,3141.77,135.25623518
1450,1644273900,3150.04,3159.6,3152.96,3151.97,30.92358528
1451,1644273000,3148.76,3155.6,3155.6,3151.53,33.14151224
1452,1644272100,3148.69,3158.29,3151.18,3157.09,14.56582106
1453,1644271200,3145.92,3154.18,3152.64,3152.29,11.75114353
1454,1644270300,3133.66,3154.68,3139.49,3152.99,33.30569549
1455,1644269400,3132.44,3143.8,3132.44,3140.68,23.8775978
1456,1644268500,3132.19,3154.65,3154.65,3132.55,51.7390087
1457,1644267600,3142.44,3161.73,3159.19,3154.79,67.52516904
1458,1644266700,3135.0,3164.31,3164.19,3156.42,204.79275738
1459,1644265800,3159.29,3178.07,3177.94,3164.92,29.34214957
1460,1644264900,3174.56,3184.69,3184.03,3179.04,28.42309288
1461,1644264000,3169.14,3187.84,3170.16,3186.32,36.9707146
1462,1644263100,3167.24,3183.55,3179.21,3167.24,65.10321562
1463,1644262200,3172.81,3186.35,3186.35,3181.2,82.68566779
1464,1644261300,3171.55,3189.18,3175.0,3185.58,273.68805431
1465,1644260400,3161.71,3177.0,3163.11,3175.01,146.80359658
1466,1644259500,3141.13,3167.73,3151.16,3162.73,112.72290523
1467,1644258600,3150.0,3162.86,3153.3,3150.04,97.85701318
1468,1644257700,3149.4,3165.47,3161.82,3153.18,144.62337505
1469,1644256800,3146.98,3180.67,3148.52,3161.68,155.76520047
1470,1644255900,3134.77,3153.0,3134.77,3153.0,84.88891149
1471,1644255000,3123.75,3137.65,3129.13,3131.16,77.74206548
1472,1644254100,3123.9,3138.27,3123.9,3129.13,96.77864866
1473,1644253200,3119.52,3133.93,3133.93,3120.68,75.67299863
1474,1644252300,3113.26,3136.68,3114.43,3133.57,81.33625181
1475,1644251400,3111.11,3152.57,3135.73,3111.11,88.44933775
1476,1644250500,3122.12,3137.32,3131.24,3135.77,93.53546777
1477,1644249600,3114.0,3141.92,3125.68,3131.12,80.22242592
1478,1644248700,3117.0,3130.01,3120.04,3126.65,65.7141927
1479,1644247800,3105.35,3123.96,3105.35,3117.45,56.31593335
1480,1644246900,3097.84,3118.68,3114.48,3109.66,75.68793766
1481,1644246000,3112.15,3129.2,3126.9,3112.15,71.27546895
1482,1644245100,3111.66,3130.84,3123.69,3126.42,69.95239724
1483,1644244200,3087.27,3126.79,3094.9,3122.78,85.30167186
1484,1644243300,3088.21,3099.23,3088.21,3097.02,39.89033321
1485,1644242400,3088.22,3100.89,3088.48,3090.65,207.00498614
1486,1644241500,3082.99,3092.72,3083.1,3088.57,22.19111007
1487,1644240600,3079.11,3086.02,3085.9,3083.36,32.53893597
1488,1644239700,3079.67,3095.36,3086.89,3084.74,40.2160995
1489,1644238800,3071.64,3089.74,3073.91,3085.62,38.10978681
1490,1644237900,3073.91,3088.21,3078.67,3073.91,47.39214272
1491,1644237000,3058.08,3078.52,3059.59,3078.1,62.49358611
1492,1644236100,3057.7,3066.75,3063.29,3060.59,53.80137004
1493,1644235200,3062.2,3068.15,3068.15,3063.3,27.17700094
1494,1644234300,3060.8,3072.37,3067.38,3072.37,61.90420319
1495,1644233400,3062.79,3073.28,3072.39,3068.62,30.16080312
1496,1644232500,3073.17,3079.23,3079.23,3074.22,17.53605775
1497,1644231600,3074.81,3078.1,3074.81,3078.1,3.01565131
1498,1644230700,3070.78,3076.5,3076.19,3075.45,41.68642864
1499,1644229800,3072.04,3079.92,3072.78,3078.87,16.88287948
1500,1644228900,3067.65,3072.87,3070.01,3072.22,20.88876131
1501,1644228000,3063.68,3076.01,3072.29,3067.51,58.05423097
1502,1644227100,3059.29,3073.21,3059.6,3071.84,31.40027751
1503,1644226200,3051.09,3067.18,3063.08,3062.41,58.32321135
1504,1644225300,3063.23,3076.06,3075.18,3064.0,39.68409363
1505,1644224400,3070.55,3081.06,3075.11,3071.32,23.37325929
1506,1644223500,3073.19,3081.77,3074.31,3073.29,35.12962621
1507,1644222600,3069.33,3076.84,3073.91,3075.31,21.95365805
1508,1644221700,3067.83,3080.07,3079.63,3072.47,45.86694834
1509,1644220800,3073.02,3088.21,3078.69,3077.92,28.92339581
1510,1644219900,3071.31,3086.01,3086.01,3080.38,127.96302698
1511,1644219000,3084.55,3089.5,3087.98,3085.03,14.87747798
1512,1644218100,3086.4,3091.98,3091.98,3091.83,50.40993256
1513,1644217200,3088.21,3095.64,3095.36,3091.2,30.97798531
1514,1644216300,3087.45,3095.36,3089.4,3094.08,9.73064609
1515,1644215400,3081.97,3094.43,3093.92,3089.51,26.53998298
1516,1644214500,3092.63,3104.73,3101.3,3093.57,19.9605119
1517,1644213600,3095.75,3107.78,3095.75,3102.28,33.36767593
1518,1644212700,3088.08,3097.21,3088.37,3095.15,22.77236452
1519,1644211800,3089.6,3102.51,3095.36,3089.6,47.0865097
1520,1644210900,3092.47,3112.76,3093.15,3097.82,66.46738336
1521,1644210000,3083.72,3099.0,3088.58,3091.95,57.3989461
1522,1644209100,3075.97,3090.0,3080.82,3089.04,50.02817029
1523,1644208200,3077.16,3087.55,3081.88,3080.0,53.49251683
1524,1644207300,3066.01,3089.84,3066.01,3084.16,52.91907533
1525,1644206400,3058.98,3075.69,3071.37,3063.38,59.47753716
1526,1644205500,3060.0,3077.27,3068.86,3072.39,59.40574663
1527,1644204600,3051.38,3076.58,3058.98,3066.55,52.31619177
1528,1644203700,3046.08,3067.3,3048.66,3060.88,64.98371558
1529,1644202800,3042.43,3054.39,3042.66,3046.23,40.94351523
1530,1644201900,3039.58,3060.83,3051.43,3039.64,70.16944715
1531,1644201000,3036.21,3052.55,3036.81,3050.56,64.56954114
1532,1644200100,3024.89,3036.81,3025.14,3036.81,31.90317899
1533,1644199200,3020.0,3030.53,3025.0,3027.9,45.40825162
1534,1644198300,3019.1,3032.96,3027.75,3022.11,59.85150516
1535,1644197400,3017.86,3032.96,3017.93,3027.02,51.5977848
1536,1644196500,3004.6,3019.1,3009.26,3015.69,52.59850611
1537,1644195600,2999.0,3012.06,3012.06,3007.58,31.50879427
1538,1644194700,2995.11,3014.56,3006.84,3013.91,31.66099007
1539,1644193800,3002.64,3016.67,3016.67,3008.32,104.43737087
1540,1644192900,3005.86,3032.95,3029.17,3014.68,78.61262749
1541,1644192000,3029.65,3064.44,3059.1,3034.81,90.02056459
1542,1644191100,3056.23,3076.85,3071.78,3058.08,117.5988719
1543,1644190200,3033.69,3071.68,3033.69,3070.79,176.69166888
1544,1644189300,3008.36,3045.01,3008.36,3034.3,522.49567166
1545,1644188400,2986.46,3025.05,2986.97,3003.92,98.59774879
1546,1644187500,2986.08,2999.65,2999.65,2989.61,9.24213294
1547,1644186600,2995.86,3002.88,2995.86,3002.88,10.44265354
1548,1644185700,2995.99,3000.0,2998.94,2996.98,13.48323577
1549,1644184800,2996.21,2999.25,2996.21,2999.25,2.10424601
1550,1644183900,2996.57,3000.54,2999.64,2998.02,31.13012634
1551,1644183000,2998.52,3002.5,3000.82,3000.62,18.74653407
1552,1644182100,2986.99,3000.98,2987.37,2999.5,21.02000821
1553,1644181200,2982.92,2990.82,2987.78,2987.55,27.05683415
1554,1644180300,2978.0,2994.03,2994.03,2988.98,52.87389362
1555,1644179400,2995.58,3003.09,3002.64,2995.72,33.0560518
1556,1644178500,2992.54,2999.97,2999.06,2999.67,25.81508039
1557,1644177600,2999.87,3002.92,3000.37,3000.1,18.92529754
1558,1644176700,2999.72,3004.04,3000.01,3003.03,40.09403925
1559,1644175800,2996.79,3002.69,3000.3,3000.96,34.34976054
1560,1644174900,2990.82,3000.0,2990.82,3000.0,34.40621775
1561,1644174000,2986.75,2991.57,2986.87,2988.75,44.32073648
1562,1644173100,2981.62,2994.96,2994.95,2988.15,49.04055343
1563,1644172200,2989.26,2997.54,2992.52,2993.35,37.36577315
1564,1644171300,2988.15,2998.09,2998.09,2992.35,28.91505091
1565,1644170400,2998.82,3006.19,3003.07,2998.82,16.5578426
1566,1644169500,2999.77,3006.04,3001.35,3003.04,26.00743823
1567,1644168600,2997.08,3011.0,3007.83,3004.04,69.25320206
1568,1644167700,3004.04,3011.03,3006.47,3008.38,63.70909175
1569,1644166800,3000.01,3011.78,3003.59,3008.43,42.55233057
1570,1644165900,2999.99,3006.2,3000.46,3004.64,21.69200368
1571,1644165000,2992.84,3006.45,2998.16,2998.23,29.76641752
1572,1644164100,2982.62,2997.62,2984.78,2993.79,61.89246371
1573,1644163200,2980.77,2993.12,2988.83,2983.36,45.77834508
1574,1644162300,2976.7,2997.08,2976.7,2988.12,66.89045152
1575,1644161400,2974.49,2998.66,2988.24,2975.55,103.69556866
1576,1644160500,2974.29,2988.19,2981.42,2988.19,46.96569008
1577,1644159600,2954.04,2983.17,2970.77,2980.63,55.21876611
1578,1644158700,2972.14,2999.57,2987.21,2972.14,49.94200802
1579,1644157800,2984.33,3045.78,3024.78,2991.77,189.19788852
1580,1644156900,3016.21,3022.54,3016.54,3022.54,16.13059244
1581,1644156000,3013.27,3018.26,3017.2,3015.99,16.0419951
1582,1644155100,3013.81,3018.16,3016.97,3015.8,27.06699849
1583,1644154200,3014.09,3019.69,3018.75,3016.49,29.7915136
1584,1644153300,3004.04,3019.26,3009.6,3019.26,30.40907801
1585,1644152400,3006.42,3022.14,3013.67,3006.42,62.08270252
1586,1644151500,3004.04,3011.81,3004.94,3011.81,25.14193881
1587,1644150600,3006.24,3017.15,3017.15,3006.24,15.95872304
1588,1644149700,3012.79,3016.33,3015.66,3015.41,17.10568991
1589,1644148800,3007.15,3015.52,3007.15,3014.02,22.66076673
1590,1644147900,3000.18,3008.5,3002.45,3007.8,54.74454593
1591,1644147000,3003.84,3010.5,3008.47,3004.5,5.22944517
1592,1644146100,3006.25,3009.47,3009.47,3006.25,3.43262235
1593,1644145200,3003.67,3013.05,3011.0,3006.58,56.56422128
1594,1644144300,3004.04,3010.21,3005.43,3010.21,24.64373267
1595,1644143400,3005.43,3013.75,3013.6,3005.81,59.81428952
1596,1644142500,3013.76,3018.37,3018.37,3013.76,9.7702861
1597,1644141600,3016.14,3022.71,3022.43,3016.24,47.04605375
1598,1644140700,3015.09,3023.03,3015.65,3023.03,30.59008377
1599,1644139800,3012.08,3017.23,3017.08,3013.61,17.06462265
1600,1644138900,3014.61,3020.17,3017.7,3015.05,27.33431591
1601,1644138000,3011.33,3017.5,3013.0,3017.5,18.19063942
1602,1644137100,3004.04,3013.68,3008.5,3013.68,24.82903986
1603,1644136200,3002.46,3013.67,3002.53,3013.05,20.36948709
1604,1644135300,2999.94,3003.52,3001.6,3003.08,27.08728756
1605,1644134400,3002.18,3013.67,3013.19,3002.18,20.70963997
1606,1644133500,3009.78,3019.39,3009.78,3013.01,58.10322834
1607,1644132600,2998.65,3009.85,2998.65,3009.85,71.71897567
1608,1644131700,2996.68,3005.82,3005.66,2997.51,64.94670953
1609,1644130800,3000.62,3006.08,3000.62,3006.08,25.49523915
1610,1644129900,2999.32,3007.62,3007.13,3001.24,100.94417851
1611,1644129000,3005.48,3015.33,3007.45,3005.48,34.05741866
1612,1644128100,3005.1,3012.07,3008.48,3010.41,41.35503721
1613,1644127200,3009.28,3020.32,3020.32,3009.28,35.66480471
1614,1644126300,3017.61,3026.12,3023.49,3022.3,74.99025876
1615,1644125400,3016.65,3022.49,3020.11,3022.26,18.32619374
1616,1644124500,3015.92,3022.78,3022.78,3019.05,27.53461466
1617,1644123600,3013.44,3019.73,3019.73,3015.04,14.95702289
1618,1644122700,3015.68,3019.8,3015.68,3019.8,11.85592708
1619,1644121800,3009.47,3016.67,3010.64,3015.14,21.72493255
1620,1644120900,2990.98,3011.09,3000.4,3011.09,34.01535493
1621,1644120000,2995.79,3015.46,3015.31,3000.51,38.79034612
1622,1644119100,3011.0,3018.51,3018.51,3017.95,10.95999738
1623,1644118200,3020.99,3023.79,3023.04,3021.01,4.11555347
1624,1644117300,3017.95,3022.86,3019.89,3022.86,43.10256396
1625,1644116400,3019.98,3027.2,3025.19,3019.98,15.44548957
1626,1644115500,3020.77,3026.58,3022.25,3026.09,17.57445727
1627,1644114600,3017.95,3026.7,3025.28,3021.56,39.72035507
1628,1644113700,3023.63,3030.48,3030.48,3024.6,59.58619681
1629,1644112800,3028.69,3033.21,3029.61,3030.41,50.2357185
1630,1644111900,3027.33,3035.84,3028.15,3032.97,22.14499798
1631,1644111000,3023.28,3029.94,3029.83,3027.85,58.20676829
1632,1644110100,3024.56,3032.77,3032.77,3031.9,35.29188976
1633,1644109200,3029.21,3036.44,3031.87,3033.73,215.37971615
1634,1644108300,3022.07,3031.42,3022.07,3030.72,37.56186374
1635,1644107400,3012.12,3024.9,3021.07,3018.48,66.12396789
1636,1644106500,3017.33,3030.82,3025.72,3019.05,42.43185448
1637,1644105600,3015.34,3026.02,3015.34,3025.8,97.36689294
1638,1644104700,3013.23,3024.41,3023.74,3015.0,53.89296543
1639,1644103800,3010.24,3022.66,3015.49,3022.66,76.16857944
1640,1644102900,3016.0,3024.48,3024.48,3016.65,39.0628036
1641,1644102000,3016.48,3024.13,3020.3,3023.44,26.82938139
1642,1644101100,3017.96,3029.99,3029.72,3020.15,16.41460058
1643,1644100200,3025.54,3029.72,3028.54,3029.72,4.41457307
1644,1644099300,3026.9,3037.36,3036.91,3028.97,12.97240738
1645,1644098400,3023.24,3038.46,3023.41,3032.06,58.42442318
1646,1644097500,3021.2,3032.13,3025.64,3023.68,34.29648256
1647,1644096600,3015.58,3026.02,3021.5,3026.02,41.78894298
1648,1644095700,3020.57,3028.98,3027.57,3026.76,56.71726115
1649,1644094800,3013.03,3030.0,3017.53,3028.6,67.27294347
1650,1644093900,3013.84,3021.44,3017.19,3019.51,67.12621994
1651,1644093000,3002.98,3015.47,3002.98,3015.47,32.91765796
1652,1644092100,2997.48,3015.5,3007.12,3003.25,49.38999972
1653,1644091200,2998.04,3020.79,3016.65,3007.3,72.7462427
1654,1644090300,3011.95,3022.67,3021.3,3012.95,26.18515046
1655,1644089400,3007.52,3021.18,3007.52,3021.17,65.02835409
1656,1644088500,3006.06,3020.89,3017.44,3006.4,32.12131941
1657,1644087600,3012.41,3018.48,3017.43,3017.43,25.86806214
1658,1644086700,3011.18,3019.1,3017.32,3017.43,51.69166984
1659,1644085800,3008.88,3023.14,3020.23,3017.91,30.70300901
1660,1644084900,3015.22,3027.78,3023.06,3020.75,45.16511607
1661,1644084000,3008.57,3025.05,3015.09,3022.69,76.525824
1662,1644083100,3009.31,3024.34,3009.31,3017.23,123.37864927
1663,1644082200,2991.85,3008.61,2991.85,3006.3,80.74015266
1664,1644081300,2963.5,3000.35,2969.97,2993.01,92.30176958
1665,1644080400,2968.32,3010.0,3010.0,2968.32,176.30503524
1666,1644079500,3000.0,3028.19,3028.19,3008.2,72.60081366
1667,1644078600,3027.96,3043.62,3036.41,3028.0,66.39936189
1668,1644077700,3033.0,3043.1,3035.91,3036.86,51.04554487
1669,1644076800,3034.17,3057.64,3054.6,3035.97,56.72717195
1670,1644075900,3044.27,3056.17,3051.45,3052.79,35.2159238
1671,1644075000,3050.0,3062.28,3050.0,3054.08,76.25551767
1672,1644074100,3037.76,3058.66,3037.76,3048.28,98.3097421
1673,1644073200,3009.08,3040.41,3018.02,3035.49,49.34038344
1674,1644072300,3019.57,3054.82,3021.94,3023.86,168.76424077
1675,1644071400,3014.09,3023.51,3014.18,3022.28,43.51182566
1676,1644070500,3011.18,3019.76,3018.75,3016.05,41.96196675
1677,1644069600,3010.69,3020.0,3020.0,3018.18,61.08729872
1678,1644068700,3022.61,3031.61,3026.7,3023.19,30.14424442
1679,1644067800,3018.62,3028.85,3019.6,3025.15,57.65863673
1680,1644066900,3009.43,3020.12,3016.69,3019.6,353.62596421
1681,1644066000,3006.91,3020.5,3006.91,3018.56,46.55973789
1682,1644065100,3006.3,3016.95,3014.92,3007.55,63.15641452
1683,1644064200,3002.45,3015.77,3012.07,3014.4,44.35549252
1684,1644063300,3012.98,3023.31,3019.43,3012.98,46.28025217
1685,1644062400,3000.92,3020.72,3017.17,3020.7,51.50276091
1686,1644061500,3010.03,3016.83,3012.7,3016.83,56.6505791
1687,1644060600,3010.75,3017.56,3011.46,3013.2,34.07704666
1688,1644059700,3008.35,3031.1,3031.1,3010.11,83.57506803
1689,1644058800,3022.15,3030.08,3024.36,3030.08,27.51981705
1690,1644057900,3018.8,3028.61,3022.38,3027.57,47.45184411
1691,1644057000,3016.89,3025.08,3016.89,3022.74,20.48861729
1692,1644056100,3010.24,3020.41,3017.79,3014.86,95.12787999
1693,1644055200,3019.0,3037.43,3027.22,3019.0,305.91947584
1694,1644054300,3005.73,3035.88,3025.33,3027.07,102.36977205
1695,1644053400,3020.13,3031.01,3020.55,3026.41,100.97848324
1696,1644052500,3016.87,3023.73,3021.28,3020.51,57.20981703
1697,1644051600,3006.74,3025.81,3006.74,3020.61,37.88602387
1698,1644050700,3002.39,3011.57,3002.39,3007.96,101.18573862
1699,1644049800,2990.98,3020.22,3006.58,3002.17,47.86692689
1700,1644048900,3005.82,3010.0,3008.55,3006.0,43.53115609
1701,1644048000,3005.13,3008.18,3005.27,3007.79,13.51766088
1702,1644047100,3001.24,3010.54,3001.24,3010.54,60.42987415
1703,1644046200,2999.78,3010.98,3010.83,3002.53,122.48385881
1704,1644045300,3001.27,3011.46,3002.82,3009.59,58.01953764
1705,1644044400,2999.7,3013.3,3011.19,3005.0,57.80283264
1706,1644043500,3008.97,3022.93,3019.88,3011.18,61.24220837
1707,1644042600,3011.28,3025.81,3025.81,3016.47,15.75524984
1708,1644041700,3029.21,3035.51,3029.25,3034.88,86.80024755
1709,1644040800,3025.64,3038.64,3028.22,3030.55,68.0794245
1710,1644039900,3021.46,3036.0,3033.6,3027.71,48.87182588
1711,1644039000,3020.35,3029.47,3026.57,3028.74,85.23676643
1712,1644038100,3017.87,3031.42,3020.31,3027.84,78.63820549
1713,1644037200,3013.15,3021.99,3014.21,3019.79,55.80970286
1714,1644036300,3005.9,3016.09,3012.05,3015.02,52.01389311
1715,1644035400,3014.8,3034.26,3034.26,3014.93,60.99035063
1716,1644034500,3011.62,3038.84,3011.62,3034.26,116.34885975
1717,1644033600,2992.26,3017.0,2992.26,3011.0,80.24549521
1718,1644032700,2990.69,3002.04,2994.01,3002.04,79.54615403
1719,1644031800,2983.02,2996.03,2996.03,2994.5,49.67564128
1720,1644030900,2986.52,3002.04,2992.26,2994.9,32.16342576
1721,1644030000,2996.02,3007.25,2996.76,2996.02,50.2154879
1722,1644029100,2994.02,3003.48,3000.79,2996.65,150.81463738
1723,1644028200,2988.3,3010.69,2990.0,3001.72,86.09345012
1724,1644027300,2990.47,2998.72,2992.26,2994.75,28.14810215
1725,1644026400,2970.57,2991.02,2975.53,2990.95,65.64736167
1726,1644025500,2961.37,2975.66,2969.89,2973.96,63.10395276
1727,1644024600,2962.96,2983.55,2980.16,2969.89,73.04030066
1728,1644023700,2968.42,2984.71,2968.42,2981.04,25.99530614
1729,1644022800,2967.2,2988.0,2983.29,2967.2,90.91386783
1730,1644021900,2973.65,2998.59,2998.59,2983.84,132.15691318
1731,1644021000,2984.26,3018.11,2984.71,2999.6,157.91174936
1732,1644020100,2981.99,2995.89,2995.11,2985.3,73.61889894
1733,1644019200,2974.11,2998.53,2998.2,2993.23,69.41424676
1734,1644019200,2974.11,2998.53,2998.2,2993.23,69.41424676
1735,1644018300,2960.0,2998.2,2960.0,2997.78,154.90154613
1736,1644017400,2951.03,2963.91,2957.51,2958.33,74.05454236
1737,1644016500,2949.3,2955.28,2953.41,2955.28,67.63000442
1738,1644015600,2952.21,2962.07,2960.4,2952.21,40.75571163
1739,1644014700,2941.42,2963.51,2945.21,2960.4,14.1176441
1740,1644013800,2938.89,2944.83,2940.0,2944.01,9.55474303
1741,1644012900,2932.78,2963.39,2959.94,2940.51,85.64612199
1742,1644012000,2938.5,2961.78,2958.01,2957.18,182.28896249
1743,1644011100,2947.36,2962.46,2950.53,2957.52,68.5412108
1744,1644010200,2946.49,2952.61,2948.0,2951.96,35.82170857
1745,1644009300,2946.01,2953.16,2946.01,2947.02,60.72192324
1746,1644008400,2943.95,2957.61,2956.67,2946.35,45.95217055
1747,1644007500,2949.39,2957.17,2953.67,2957.01,50.97139297
1748,1644006600,2953.49,2963.45,2958.21,2953.49,81.32199347
1749,1644005700,2953.02,2966.46,2964.81,2959.92,71.6417833
1750,1644004800,2962.42,2980.29,2962.42,2968.42,138.96298283
1751,1644003900,2942.76,2965.39,2942.76,2962.0,57.24089945
1752,1644003000,2942.58,2955.72,2948.82,2942.82,88.24461289
1753,1644002100,2931.88,2947.81,2938.39,2946.33,61.49600187
1754,1644001200,2933.19,2950.54,2950.43,2938.93,40.60818479
1755,1644000300,2943.12,2953.32,2949.12,2946.5,83.74064276
1756,1643999400,2944.92,2957.14,2956.97,2949.39,53.24645039
1757,1643998500,2942.54,2959.91,2951.41,2956.33,84.72340017
1758,1643997600,2946.05,2970.0,2957.94,2951.73,109.75994441
1759,1643996700,2943.7,2963.7,2946.51,2958.13,115.9568175
1760,1643995800,2939.07,2954.56,2946.98,2949.23,118.30617246
1761,1643994900,2933.52,2947.26,2946.83,2942.76,82.78772785
1762,1643994000,2926.5,2954.22,2933.56,2951.01,81.04627999
1763,1643993100,2927.86,2962.79,2947.61,2931.41,237.74824504
1764,1643992200,2937.01,2959.84,2946.79,2947.27,199.36935243
1765,1643991300,2887.16,2950.0,2889.66,2944.31,424.33632335
1766,1643990400,2869.51,2896.19,2871.69,2892.82,73.76390753
1767,1643989500,2863.91,2885.62,2872.82,2873.0,75.75080396
1768,1643988600,2864.88,2928.22,2891.94,2876.98,534.46569003
1769,1643987700,2867.42,2902.64,2868.79,2888.64,161.91877836
1770,1643986800,2824.77,2874.18,2829.78,2864.89,173.08802137
1771,1643985900,2816.66,2834.84,2823.87,2826.7,63.02563805
1772,1643985000,2793.3,2833.33,2815.35,2821.53,160.50608902
1773,1643984100,2785.31,2812.19,2785.31,2810.91,329.36198771
